  Building Type,Area,Region,Outlet Name,Date,Tabs,No Of Items,No Of Bills,Sale,Discount,Charges,Net Sale,Total Tax,Total Amount,Round Off,Gross Amount,
"-","-","-","Panaji Navtara",2025-05-16,"SWIGGY",356.00,121,32973.12,7492.03,1210.00,25481.09,89.62,26780.71,0.29,26781.00,
"-","-","-","Panaji Navtara",2025-05-16,"ZOMATO",141.00,52,12659.00,3252.00,520.00,9407.00,39.19,9966.19,-0.19,9966.00,
"-","-","-","Panaji Navtara",2025-05-16,"AC",444.00,59,41237.94,1613.92,0.00,39624.02,1981.41,41605.43,-0.43,41605.00,
"-","-","-","Panaji Navtara",2025-05-17,"SWIGGY",455.00,129,41312.00,7405.16,1280.00,33906.84,144.47,35331.31,-0.31,35331.00,
"-","-","-","Panaji Navtara",2025-05-17,"ZOMATO",173.00,56,15956.00,4004.70,560.00,11951.30,39.40,12550.70,0.30,12551.00,
"-","-","-","Panaji Navtara",2025-05-17,"NON AC",899.00,196,58348.44,2681.17,0.00,55667.27,2783.70,58450.97,0.03,58451.00,
"-","-","-","Panaji Navtara",2025-05-17,"TAKE AWAY",112.00,46,6724.16,1216.33,0.00,5507.83,275.39,5783.22,-0.22,5783.00,
"-","-","-","Panaji Navtara",2025-05-17,"AC",518.00,62,47772.22,1927.73,0.00,45844.49,2292.33,48136.82,0.18,48137.00,
"-","-","-","Panaji Navtara",2025-05-18,"NON AC",912.00,187,59090.64,3475.34,0.00,55615.30,2780.94,58396.24,-0.24,58396.00,
"-","-","-","Panaji Navtara",2025-05-18,"ZOMATO",178.00,57,16071.00,4410.50,570.00,11660.50,44.40,12274.90,0.10,12275.00,
"-","-","-","Panaji Navtara",2025-05-18,"SWIGGY",446.00,131,38512.00,8480.52,1300.00,30031.48,97.00,31428.48,-0.48,31428.00,
"-","-","-","Panaji Navtara",2025-05-18,"TAKE AWAY",85.00,35,5962.80,369.10,0.00,5593.70,279.72,5873.42,-0.42,5873.00,
"-","-","-","Panaji Navtara",2025-05-18,"AC",585.00,67,52299.10,763.00,0.00,51536.10,2576.99,54113.09,-0.09,54113.00,
"-","-","-","Panaji Navtara",2025-05-19,"NON AC",1091.00,229,67054.15,4782.02,0.00,62272.13,3113.79,65385.92,0.08,65386.00,
"-","-","-","Panaji Navtara",2025-05-19,"SWIGGY",467.00,136,40578.00,7979.05,1350.00,32598.95,115.31,34064.25,-0.25,34064.00,
"-","-","-","Panaji Navtara",2025-05-19,"ZOMATO",184.00,59,16877.00,4593.30,590.00,12283.70,41.30,12915.00,0.00,12915.00,
"-","-","-","Panaji Navtara",2025-05-19,"TAKE AWAY",112.00,36,8163.00,1315.34,0.00,6847.66,342.41,7190.07,-0.07,7190.00,
"-","-","-","Panaji Navtara",2025-05-19,"AC",673.00,94,63015.78,540.00,0.00,62475.78,3123.91,65599.69,0.31,65600.00,
"-","-","-","Panaji Navtara",2025-05-20,"SWIGGY",467.00,137,39619.00,8179.14,1370.00,31439.86,106.05,32915.91,0.09,32916.00,
"-","-","-","Panaji Navtara",2025-05-20,"NON AC",856.00,177,58990.68,3115.49,0.00,55875.19,2793.99,58669.18,-0.18,58669.00,
"-","-","-","Panaji Navtara",2025-05-20,"TAKE AWAY",86.00,36,6334.62,331.14,0.00,6003.48,300.20,6303.68,0.32,6304.00,
"-","-","-","Panaji Navtara",2025-05-20,"ZOMATO",127.00,34,10076.00,2628.95,340.00,7447.05,20.33,7807.38,-0.38,7807.00,
"-","-","-","Panaji Navtara",2025-05-20,"AC",342.00,45,31380.25,1697.43,0.00,29682.82,1484.25,31167.07,-0.07,31167.00,
"-","-","-","Panaji Navtara",2025-05-21,"ZOMATO",101.00,28,7805.00,2125.60,280.00,5679.40,15.03,5974.43,-0.43,5974.00,
"-","-","-","Panaji Navtara",2025-05-21,"SWIGGY",346.00,103,31270.00,6203.32,1020.00,25066.68,105.94,26192.62,0.38,26193.00,
"-","-","-","Panaji Navtara",2025-05-21,"TAKE AWAY",93.00,34,4896.22,311.24,0.00,4584.98,229.25,4814.23,-0.23,4814.00,
"-","-","-","Panaji Navtara",2025-05-21,"NON AC",721.00,160,42969.47,2476.78,0.00,40492.69,2024.89,42517.58,0.42,42518.00,
"-","-","-","Panaji Navtara",2025-05-21,"AC",216.00,28,19097.91,1575.67,0.00,17522.24,876.14,18398.38,-0.38,18398.00,
"-","-","-","Panaji Navtara",2025-05-22,"NON AC",1014.00,210,61290.81,3645.98,0.00,57644.83,2882.40,60527.23,-0.23,60527.00,
"-","-","-","Panaji Navtara",2025-05-22,"SWIGGY",388.00,122,34208.00,7244.39,1220.00,26963.61,109.17,28292.78,0.22,28293.00,
"-","-","-","Panaji Navtara",2025-05-22,"AC",348.00,49,29999.23,3470.67,0.00,26528.56,1326.46,27855.02,-0.02,27855.00,
"-","-","-","Panaji Navtara",2025-05-22,"ZOMATO",119.00,30,9466.00,2806.10,300.00,6659.90,21.57,6981.47,-0.47,6981.00,
"-","-","-","Panaji Navtara",2025-05-22,"TAKE AWAY",103.00,30,5181.85,229.67,0.00,4952.18,247.63,5199.81,0.19,5200.00,
"-","-","-","Panaji Navtara",2025-05-23,"NON AC",406.00,95,20946.09,1169.45,0.00,19776.64,989.06,20765.70,0.30,20766.00,
"-","-","-","Panaji Navtara",2025-05-23,"AC",198.00,28,16479.22,1789.72,0.00,14689.50,734.50,15424.00,-0.00,15424.00,
"-","-","-","Panaji Navtara",2025-05-23,"TAKE AWAY",36.00,10,5229.02,352.00,0.00,4877.02,243.87,5120.89,0.11,5121.00,
"-","-","-","Panaji Navtara",2025-05-23,"SWIGGY",160.00,42,17124.00,3445.67,410.00,13678.33,31.81,14120.14,-0.14,14120.00,
"-","-","-","Panaji Navtara",2025-05-23,"ZOMATO",41.00,12,3650.00,989.40,120.00,2660.60,11.12,2791.72,0.28,2792.00,
"-","-","-","Panaji Navtara",2025-05-24,"SWIGGY",381.00,108,29932.00,6773.75,1080.00,23158.25,84.03,24322.28,-0.28,24322.00,
"-","-","-","Panaji Navtara",2025-05-24,"NON AC",1109.00,230,68523.00,4394.64,0.00,64128.36,3206.53,67334.89,0.11,67335.00,
"-","-","-","Panaji Navtara",2025-05-24,"TAKE AWAY",73.00,33,5143.27,201.20,0.00,4942.07,247.11,5189.18,-0.18,5189.00,
"-","-","-","Panaji Navtara",2025-05-24,"ZOMATO",150.00,47,13840.00,3157.05,470.00,10682.95,30.65,11183.60,0.40,11184.00,
"-","-","-","Panaji Navtara",2025-05-24,"AC",401.00,48,36947.61,932.00,0.00,36015.61,1800.97,37816.58,0.42,37817.00,
"-","-","-","Panaji Navtara",2025-05-25,"SWIGGY",494.00,143,41870.00,9206.59,1430.00,32663.41,100.34,34193.75,0.25,34194.00,
"-","-","-","Panaji Navtara",2025-05-25,"NON AC",945.00,183,56747.79,4603.98,0.00,52143.81,2607.43,54751.24,-0.24,54751.00,
"-","-","-","Panaji Navtara",2025-05-25,"TAKE AWAY",57.00,25,3000.44,95.24,0.00,2905.20,145.29,3050.49,-0.49,3050.00,
"-","-","-","Panaji Navtara",2025-05-25,"AC",437.00,53,37537.63,1048.76,0.00,36488.87,1824.63,38313.50,-0.50,38313.00,
"-","-","-","Panaji Navtara",2025-05-25,"ZOMATO",175.00,46,13798.00,3839.70,460.00,9958.30,41.26,10459.56,0.44,10460.00,
"-","-","-","Panaji Navtara",2025-05-26,"SWIGGY",447.00,149,43234.00,9553.01,1490.00,33680.99,136.59,35307.58,0.42,35308.00,
"-","-","-","Panaji Navtara",2025-05-26,"ZOMATO",139.00,55,14490.00,3585.40,550.00,10904.60,32.50,11487.10,-0.10,11487.00,
"-","-","-","Panaji Navtara",2025-05-26,"NON AC",1256.00,252,76333.24,4629.17,0.00,71704.07,3585.45,75289.52,0.48,75290.00,
"-","-","-","Panaji Navtara",2025-05-26,"TAKE AWAY",118.00,49,7133.99,1498.36,0.00,5635.63,281.81,5917.44,-0.44,5917.00,
"-","-","-","Panaji Navtara",2025-05-26,"AC",444.00,68,34601.77,1167.00,0.00,33434.77,1671.95,35106.72,0.28,35107.00,
"-","-","-","Panaji Navtara",2025-05-27,"SWIGGY",416.00,117,34017.00,6542.54,1170.00,27474.46,96.85,28741.31,-0.31,28741.00,
"-","-","-","Panaji Navtara",2025-05-27,"NON AC",873.00,184,49528.46,3448.96,0.00,46079.50,2304.23,48383.73,0.27,48384.00,
"-","-","-","Panaji Navtara",2025-05-27,"TAKE AWAY",94.00,45,6115.04,411.53,0.00,5703.51,285.19,5988.70,0.30,5989.00,
"-","-","-","Panaji Navtara",2025-05-27,"ZOMATO",127.00,38,10016.00,3110.55,380.00,6905.45,26.93,7312.38,-0.38,7312.00,
"-","-","-","Panaji Navtara",2025-05-27,"AC",408.00,47,32802.94,385.00,0.00,32417.94,1621.03,34038.97,0.03,34039.00,
"-","-","-","Panaji Navtara",2025-05-30,"TAKE AWAY",101.00,44,6172.20,420.14,0.00,5752.06,287.63,6039.69,0.31,6040.00,
"-","-","-","Panaji Navtara",2025-05-30,"NON AC",919.00,219,56451.13,4056.58,0.00,52394.55,2620.00,55014.55,0.45,55015.00,
"-","-","-","Panaji Navtara",2025-05-30,"ZOMATO",138.00,42,12039.00,3088.80,420.00,8950.20,22.05,9392.25,-0.25,9392.00,
