Siolim Navtara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BillWise_Sales(2025.03.01--2025.03.31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated On : 2025-04-16 01:09:58 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deployment,Bill No.,Advance Number,Order Id,Bill Date,Bill Open Time,Print Time,Close Time,Tab Name,Table No.,Covers,Sales,Discount,Net Sales,Gross Bill Amount,Packaging Charge [CART - SWIGGY],CGST,SGST,BEVERAGE,FOOD,CGST_Ecom@2.5%,SGST_Ecom@2.5%,NA,Total Service Charge,Round Off,Cash,Credit Card,Debit Card,Coupon,BTC,TTR,Smart Card,Swiggy,Total Tip,Offer Code,
Siolim Navtara,24-25/T1-170441,-,200048652715680,2025-03-04,02:35:48 PM,02:52:23 PM,02:54:27 PM,SWIGGY,NA,-,268.00,59.99,208.00,218.50,10.00,0.25,0.25,0,208.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,219.00,0,-,
Siolim Navtara,24-25/T1-170444,-,200049735688753,2025-03-04,02:52:48 PM,02:59:42 PM,03:42:10 PM,SWIGGY,NA,-,218.00,60.00,158.00,168.50,10.00,0.25,0.25,0,158.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,-,
Siolim Navtara,24-25/T1-170445,-,200050033723187,2025-03-04,02:57:49 PM,03:13:06 PM,03:42:15 PM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,0,148.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,-,
Siolim Navtara,24-25/T1-170446,-,200050130773584,2025-03-04,02:59:49 PM,03:13:17 PM,03:42:19 PM,SWIGGY,NA,-,238.00,59.99,178.00,188.50,10.00,0.25,0.25,111.44,66.56,0,0,0,0.00,0.50,0,0,0,0,0,0,0,189.00,0,-,
Siolim Navtara,24-25/T1-170448,-,200050271298292,2025-03-04,03:01:49 PM,03:27:45 PM,03:42:24 PM,SWIGGY,NA,-,535.00,100.00,435.00,445.50,10.00,0.25,0.25,0,224.41,0,0,210.59,0.00,0.50,0,0,0,0,0,0,0,446.00,0,-,
Siolim Navtara,24-25/T1-170449,-,200050476959701,2025-03-04,03:05:49 PM,03:25:28 PM,03:42:29 PM,SWIGGY,NA,-,277.00,59.99,217.01,227.51,10.00,0.25,0.25,0,217.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,228.00,0,-,
Siolim Navtara,24-25/T1-170451,-,200050887623637,2025-03-04,03:11:49 PM,03:43:24 PM,03:58:39 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,-,
Siolim Navtara,24-25/T1-170453,-,200051162831152,2025-03-04,03:16:49 PM,03:35:16 PM,03:42:42 PM,SWIGGY,NA,-,289.00,60.00,229.00,239.50,10.00,0.25,0.25,0,229.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,240.00,0,-,
Siolim Navtara,24-25/T1-170454,-,200051377611205,2025-03-04,03:20:50 PM,03:28:00 PM,03:42:47 PM,SWIGGY,NA,-,149.00,0.00,149.00,159.50,10.00,0.25,0.25,149.00,0.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,160.00,0,-,
Siolim Navtara,24-25/T1-170455,-,200051634075761,2025-03-04,03:24:01 PM,03:54:56 PM,04:05:32 PM,SWIGGY,NA,-,245.00,60.00,185.00,195.50,10.00,0.25,0.25,0,185.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,196.00,0,-,
Siolim Navtara,24-25/T1-170457,-,200052007720418,2025-03-04,03:31:01 PM,03:59:53 PM,04:05:36 PM,SWIGGY,NA,-,336.00,0.00,336.00,346.50,10.00,0.25,0.25,0,336.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,347.00,0,-,
Siolim Navtara,24-25/T1-170461,-,200053271833666,2025-03-04,03:52:02 PM,04:05:52 PM,04:31:02 PM,SWIGGY,NA,-,237.00,59.99,177.00,187.50,10.00,0.25,0.25,0,177.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,188.00,0,-,
Siolim Navtara,24-25/T1-170462,-,200053800787470,2025-03-04,04:01:01 PM,04:19:35 PM,04:31:05 PM,SWIGGY,NA,-,325.00,59.99,265.01,275.51,10.00,0.25,0.25,0,265.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,276.00,0,-,
Siolim Navtara,24-25/T1-170463,-,200053830096522,2025-03-04,04:01:02 PM,04:06:06 PM,04:31:11 PM,SWIGGY,NA,-,139.00,0.00,139.00,149.50,10.00,0.25,0.25,0,139.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,150.00,0,-,
Siolim Navtara,24-25/T1-170466,-,200054058622955,2025-03-04,04:06:02 PM,04:20:47 PM,04:31:17 PM,SWIGGY,NA,-,49.00,0.00,49.00,59.50,10.00,0.25,0.25,0,49.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,60.00,0,-,
Siolim Navtara,24-25/T1-170467,-,200054173220757,2025-03-04,04:07:01 PM,04:21:44 PM,04:31:22 PM,SWIGGY,NA,-,226.00,59.99,166.01,176.51,10.00,0.25,0.25,166.02,0,0,0,0,0.00,0.49,0,0,0,0,0,0,0,177.00,0,-,
