Margao Navtara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BillWise_Sales(2025.03.01--2025.03.31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated On : 2025-04-16 01:09:36 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deployment,Bill No.,Advance Number,Order Id,Bill Date,Bill Open Time,Print Time,Close Time,Tab Name,Table No.,Covers,Sales,Discount,Net Sales,Gross Bill Amount,Packaging Charge [CART - SWIGGY],CGST,SGST,BEVERAGE,FOOD,CGST_Ecom@2.5%,SGST_Ecom@2.5%,NA,Total Service Charge,Round Off,Cash,Credit Card,Debit Card,Coupon,BTC,TTR,Smart Card,Swiggy,PhonePe -Offline,Total Tip,Offer Code,
Margao Navtara,24-25/T1-157606,-,200241092591674,2025-03-06,08:02:18 PM,08:24:58 PM,08:53:10 PM,SWIGGY,NA,-,216.00,59.99,156.00,168.59,10.00,0.25,0.25,0,156.00,1.04,1.04,0,0.00,0.41,0,0,0,0,0,0,0,169.00,0,0,-,
Margao Navtara,24-25/T1-157608,-,200241281021891,2025-03-06,08:05:22 PM,08:34:02 PM,08:53:17 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-157617,-,200242545901010,2025-03-06,08:26:20 PM,08:38:59 PM,08:53:22 PM,SWIGGY,NA,-,237.00,0.00,237.00,247.50,10.00,0.25,0.25,0,237.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,248.00,0,0,-,
Margao Navtara,24-25/T1-157621,-,200243039069848,2025-03-06,08:34:41 PM,08:40:29 PM,08:53:27 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-157623,-,200243103822266,2025-03-06,08:35:20 PM,08:46:54 PM,11:13:04 PM,SWIGGY,NA,-,747.00,99.99,647.01,657.51,10.00,0.25,0.25,0,647.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,658.00,0,0,-,
Margao Navtara,24-25/T1-157624,-,200243292934925,2025-03-06,08:39:20 PM,08:52:30 PM,11:13:10 PM,SWIGGY,NA,-,477.00,0.00,477.00,487.50,10.00,0.25,0.25,0,477.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,488.00,0,0,-,
Margao Navtara,24-25/T1-157628,-,200244678486977,2025-03-06,09:01:42 PM,09:29:27 PM,11:13:16 PM,SWIGGY,NA,-,707.00,100.00,607.00,617.50,10.00,0.25,0.25,0,410.39,0,0,196.61,0.00,0.50,0,0,0,0,0,0,0,618.00,0,0,-,
Margao Navtara,24-25/T1-157630,-,200244877113357,2025-03-06,09:05:43 PM,09:34:50 PM,11:13:25 PM,SWIGGY,NA,-,418.00,75.00,343.00,353.50,10.00,0.25,0.25,0,343.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,354.00,0,0,-,
Margao Navtara,24-25/T1-157632,-,200245210317474,2025-03-06,09:10:43 PM,09:22:43 PM,11:13:31 PM,SWIGGY,NA,-,279.00,60.00,219.00,229.50,10.00,0.25,0.25,0,219.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,230.00,0,0,-,
Margao Navtara,24-25/T1-157633,-,200245588673947,2025-03-06,09:16:43 PM,09:29:54 PM,11:13:43 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-157635,-,200246452454992,2025-03-06,09:31:22 PM,09:46:55 PM,11:13:49 PM,SWIGGY,NA,-,258.00,59.99,198.00,208.50,10.00,0.25,0.25,0,198.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,209.00,0,0,-,
Margao Navtara,24-25/T1-157637,-,200246652524137,2025-03-06,09:34:43 PM,09:53:51 PM,11:21:37 PM,SWIGGY,NA,-,617.00,100.00,517.00,527.50,10.00,0.25,0.25,0,517.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,528.00,0,0,-,
Margao Navtara,24-25/T1-157641,-,200248245199438,2025-03-06,10:01:24 PM,10:16:10 PM,11:21:45 PM,SWIGGY,NA,-,139.00,0.00,139.00,149.50,10.00,0.25,0.25,0,139.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,150.00,0,0,-,
Margao Navtara,24-25/T1-157643,-,200248732494109,2025-03-06,10:09:25 PM,10:22:55 PM,11:21:50 PM,SWIGGY,NA,-,677.00,100.00,577.00,587.50,10.00,0.25,0.25,0,577.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,588.00,0,0,-,
Margao Navtara,24-25/T1-157645,-,200249519262151,2025-03-06,10:22:25 PM,10:37:01 PM,11:21:56 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-157646,-,200249930960933,2025-03-06,10:29:25 PM,10:43:59 PM,11:22:01 PM,SWIGGY,NA,-,307.00,59.99,247.00,257.50,10.00,0.25,0.25,0,247.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,258.00,0,0,-,
Margao Navtara,24-25/T1-157655,-,200283622433860,2025-03-07,07:51:04 AM,08:04:26 AM,08:16:23 AM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,91.79,56.21,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-157658,-,200283878964196,2025-03-07,07:55:04 AM,08:03:26 AM,08:16:38 AM,SWIGGY,NA,-,236.00,60.00,176.00,186.50,10.00,0.25,0.25,0,176.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,187.00,0,0,-,
Margao Navtara,24-25/T1-157661,-,200284219078940,2025-03-07,08:03:04 AM,08:14:11 AM,09:05:36 AM,SWIGGY,NA,-,276.00,59.99,216.01,226.51,10.00,0.25,0.25,76.70,139.31,0,0,0,0.00,0.49,0,0,0,0,0,0,0,227.00,0,0,-,
Margao Navtara,24-25/T1-157663,-,200284996349491,2025-03-07,08:14:05 AM,08:20:44 AM,09:05:47 AM,SWIGGY,NA,-,118.00,0.00,118.00,128.50,10.00,0.25,0.25,0,118.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,129.00,0,0,-,
Margao Navtara,24-25/T1-157666,-,200285769249698,2025-03-07,08:27:07 AM,08:41:22 AM,09:05:42 AM,SWIGGY,NA,-,207.00,59.99,147.00,157.50,10.00,0.25,0.25,0,147.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,158.00,0,0,-,
Margao Navtara,24-25/T1-157668,-,200286207626969,2025-03-07,08:35:07 AM,08:50:07 AM,09:20:02 AM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,0,148.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-157674,-,200286863639145,2025-03-07,08:45:08 AM,08:58:47 AM,09:20:07 AM,SWIGGY,NA,-,234.00,59.99,174.00,185.59,10.00,0.25,0.25,0,174.00,0.54,0.54,0,0.00,0.41,0,0,0,0,0,0,0,186.00,0,0,-,
Margao Navtara,24-25/T1-157675,-,200287210692082,2025-03-07,08:51:08 AM,09:10:55 AM,09:20:11 AM,SWIGGY,NA,-,116.00,0.00,116.00,129.40,10.00,0.25,0.25,58.00,58.00,1.45,1.45,0,0.00,-0.40,0,0,0,0,0,0,0,129.00,0,0,-,
Margao Navtara,24-25/T1-157677,-,200287417271431,2025-03-07,08:54:07 AM,09:04:02 AM,09:20:15 AM,SWIGGY,NA,-,227.00,59.99,167.01,177.51,10.00,0.25,0.25,0,167.02,0,0,0,0.00,0.49,0,0,0,0,0,0,0,178.00,0,0,-,
Margao Navtara,24-25/T1-157678,-,200287691102976,2025-03-07,08:59:08 AM,09:11:19 AM,09:34:36 AM,SWIGGY,NA,-,357.00,75.00,282.00,292.50,10.00,0.25,0.25,0,282.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,293.00,0,0,-,
Margao Navtara,24-25/T1-157679,-,200287642230543,2025-03-07,08:59:09 AM,09:11:40 AM,09:34:40 AM,SWIGGY,NA,-,236.00,59.99,176.00,186.50,10.00,0.25,0.25,29.09,146.92,0,0,0,0.00,0.50,0,0,0,0,0,0,0,187.00,0,0,-,
Margao Navtara,24-25/T1-157685,-,200288881278109,2025-03-07,09:18:08 AM,09:46:44 AM,10:24:51 AM,SWIGGY,NA,-,367.00,75.00,292.00,302.50,10.00,0.25,0.25,0,292.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,303.00,0,0,-,
Margao Navtara,24-25/T1-157690,-,200289441099040,2025-03-07,09:28:08 AM,09:56:45 AM,10:36:05 AM,SWIGGY,NA,-,337.00,62.49,274.51,285.01,10.00,0.25,0.25,226.45,48.06,0,0,0,0.00,-0.01,0,0,0,0,0,0,0,285.00,0,0,-,
Margao Navtara,24-25/T1-157693,-,200289721152413,2025-03-07,09:33:08 AM,09:55:02 AM,10:36:28 AM,SWIGGY,NA,-,208.00,0.00,208.00,218.50,10.00,0.25,0.25,0,208.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,219.00,0,0,-,
Margao Navtara,24-25/T1-157701,-,200291477192670,2025-03-07,10:02:09 AM,10:18:33 AM,11:04:37 AM,SWIGGY,NA,-,218.00,60.00,158.00,168.50,10.00,0.25,0.25,0,158.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,0,-,
Margao Navtara,24-25/T1-157703,-,200291616581013,2025-03-07,10:04:10 AM,10:25:57 AM,11:04:43 AM,SWIGGY,NA,-,960.00,120.00,840.00,850.50,10.00,0.25,0.25,0,840.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,851.00,0,0,-,
Margao Navtara,24-25/T1-157706,-,200292734928044,2025-03-07,10:24:09 AM,10:43:58 AM,11:24:29 AM,SWIGGY,NA,-,278.00,59.99,218.00,228.50,10.00,0.25,0.25,101.16,116.84,0,0,0,0.00,0.50,0,0,0,0,0,0,0,229.00,0,0,-,
Margao Navtara,24-25/T1-157707,-,200292884933570,2025-03-07,10:25:10 AM,10:34:18 AM,11:35:52 AM,SWIGGY,NA,-,148.00,0.00,148.00,158.50,10.00,0.25,0.25,39.00,109.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-157708,-,200293360405517,2025-03-07,10:33:11 AM,10:47:25 AM,11:35:56 AM,SWIGGY,NA,-,258.00,60.00,198.00,208.50,10.00,0.25,0.25,0,198.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,209.00,0,0,-,
Margao Navtara,24-25/T1-157711,-,200294325361556,2025-03-07,10:49:10 AM,10:59:15 AM,11:53:29 AM,SWIGGY,NA,-,246.00,59.99,186.01,196.51,10.00,0.25,0.25,0,186.00,0,0,0,0.00,0.49,0,0,0,0,0,0,0,197.00,0,0,-,
Margao Navtara,24-25/T1-157713,-,200294843026983,2025-03-07,10:59:10 AM,11:15:38 AM,12:01:55 PM,SWIGGY,NA,-,178.00,0.00,178.00,188.50,10.00,0.25,0.25,0,178.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,189.00,0,0,-,
Margao Navtara,24-25/T1-157717,-,200296115105680,2025-03-07,11:19:11 AM,11:26:06 AM,12:29:42 PM,SWIGGY,NA,-,188.00,56.40,131.60,142.10,10.00,0.25,0.25,0,131.60,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,142.00,0,0,-,
Margao Navtara,24-25/T1-157723,-,200298182164925,2025-03-07,11:53:12 AM,12:07:22 PM,01:01:46 PM,SWIGGY,NA,-,218.00,0.00,218.00,228.50,10.00,0.25,0.25,0,218.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,229.00,0,0,-,
Margao Navtara,24-25/T1-157725,-,200298561380446,2025-03-07,12:00:12 PM,12:26:38 PM,01:01:51 PM,SWIGGY,NA,-,225.00,59.99,165.00,175.50,10.00,0.25,0.25,0,164.99,0,0,0,0.00,0.50,0,0,0,0,0,0,0,176.00,0,0,-,
Margao Navtara,24-25/T1-157727,-,200299049558375,2025-03-07,12:08:12 PM,12:26:53 PM,01:01:57 PM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,63.33,84.68,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-157729,-,200299310783179,2025-03-07,12:12:12 PM,12:38:58 PM,01:02:05 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-157730,-,200299608536334,2025-03-07,12:18:12 PM,12:42:46 PM,01:02:14 PM,SWIGGY,NA,-,209.00,60.00,149.00,159.50,10.00,0.25,0.25,0,149.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,160.00,0,0,-,
Margao Navtara,24-25/T1-157732,-,200300081569500,2025-03-07,12:25:12 PM,12:38:44 PM,01:02:24 PM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,0,148.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-157733,-,200300519716482,2025-03-07,12:33:12 PM,12:43:09 PM,01:20:19 PM,SWIGGY,NA,-,188.00,56.40,131.60,142.10,10.00,0.25,0.25,0,131.60,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,142.00,0,0,-,
Margao Navtara,24-25/T1-157736,-,200301075292147,2025-03-07,12:42:14 PM,12:59:11 PM,01:20:26 PM,SWIGGY,NA,-,188.00,56.40,131.60,142.10,10.00,0.25,0.25,0,131.60,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,142.00,0,0,-,
Margao Navtara,24-25/T1-157739,-,200301967902575,2025-03-07,12:57:12 PM,01:06:52 PM,01:30:35 PM,SWIGGY,NA,-,188.00,56.40,131.60,142.10,10.00,0.25,0.25,0,131.60,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,142.00,0,0,-,
Margao Navtara,24-25/T1-157740,-,200301937237913,2025-03-07,12:57:14 PM,01:09:56 PM,01:20:35 PM,SWIGGY,NA,-,218.00,59.99,158.00,168.50,10.00,0.25,0.25,64.51,93.50,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,0,-,
Margao Navtara,24-25/T1-157746,-,200302400931425,2025-03-07,01:04:14 PM,01:16:39 PM,01:44:43 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-157747,-,200302458293769,2025-03-07,01:05:14 PM,01:16:44 PM,01:34:33 PM,SWIGGY,NA,-,258.00,59.99,198.00,208.50,10.00,0.25,0.25,0,198.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,209.00,0,0,-,
Margao Navtara,24-25/T1-157748,-,200302748061417,2025-03-07,01:09:14 PM,01:19:40 PM,01:40:09 PM,SWIGGY,NA,-,309.00,60.00,249.00,259.50,10.00,0.25,0.25,0,249.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,260.00,0,0,-,
Margao Navtara,24-25/T1-157750,-,200302822376168,2025-03-07,01:11:14 PM,01:25:11 PM,01:41:42 PM,SWIGGY,NA,-,227.00,59.99,167.00,177.50,10.00,0.25,0.25,0,167.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,178.00,0,0,-,
Margao Navtara,24-25/T1-157751,-,200302787716732,2025-03-07,01:11:15 PM,01:27:24 PM,01:40:17 PM,SWIGGY,NA,-,168.00,0.00,168.00,178.50,10.00,0.25,0.25,59.00,109.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,179.00,0,0,-,
Margao Navtara,24-25/T1-157752,-,200302901380293,2025-03-07,01:12:14 PM,01:29:24 PM,01:37:00 PM,SWIGGY,NA,-,186.00,55.80,130.20,140.70,10.00,0.25,0.25,20.30,109.90,0,0,0,0.00,0.30,0,0,0,0,0,0,0,141.00,0,0,-,
Margao Navtara,24-25/T1-157754,-,200302995917426,2025-03-07,01:14:13 PM,01:35:20 PM,01:47:29 PM,SWIGGY,NA,-,209.00,60.00,149.00,159.50,10.00,0.25,0.25,0,149.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,160.00,0,0,-,
Margao Navtara,24-25/T1-157755,-,200304487098600,2025-03-07,01:38:14 PM,01:59:41 PM,02:14:33 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-157756,-,200304820741254,2025-03-07,01:44:14 PM,01:49:18 PM,02:34:50 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-157759,-,200305714552237,2025-03-07,01:59:14 PM,02:17:21 PM,02:46:16 PM,SWIGGY,NA,-,219.00,60.00,159.00,169.50,10.00,0.25,0.25,0,159.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,170.00,0,0,-,
Margao Navtara,24-25/T1-157762,-,200306259943692,2025-03-07,02:09:16 PM,02:39:53 PM,02:50:32 PM,SWIGGY,NA,-,478.00,100.00,378.00,388.50,10.00,0.25,0.25,0,378.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,389.00,0,0,-,
Margao Navtara,24-25/T1-157766,-,200307317891233,2025-03-07,02:26:17 PM,02:44:03 PM,02:58:02 PM,SWIGGY,NA,-,345.00,0.00,345.00,355.50,10.00,0.25,0.25,0,345.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,356.00,0,0,-,
Margao Navtara,24-25/T1-157774,-,200310402361898,2025-03-07,03:18:17 PM,03:22:16 PM,03:43:54 PM,SWIGGY,NA,-,228.00,59.99,168.00,178.50,10.00,0.25,0.25,65.58,102.42,0,0,0,0.00,0.50,0,0,0,0,0,0,0,179.00,0,0,-,
Margao Navtara,24-25/T1-157776,-,200310977419118,2025-03-07,03:27:17 PM,03:33:42 PM,04:31:37 PM,SWIGGY,NA,-,208.00,0.00,208.00,218.50,10.00,0.25,0.25,89.00,119.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,219.00,0,0,-,
Margao Navtara,24-25/T1-157777,-,200311646210776,2025-03-07,03:38:17 PM,03:51:07 PM,04:41:50 PM,SWIGGY,NA,-,555.00,74.99,480.01,490.51,10.00,0.25,0.25,0,480.01,0,0,0,0.00,0.49,0,0,0,0,0,0,0,491.00,0,0,-,
Margao Navtara,24-25/T1-157780,-,200312093047205,2025-03-07,03:46:17 PM,04:13:13 PM,04:41:58 PM,SWIGGY,NA,-,690.00,0.00,690.00,701.95,10.00,0.25,0.25,129.00,561.00,0.72,0.72,0,0.00,0.05,0,0,0,0,0,0,0,702.00,0,0,-,
Margao Navtara,24-25/T1-157783,-,200313195691024,2025-03-07,04:04:20 PM,04:19:47 PM,05:08:50 PM,SWIGGY,NA,-,208.00,59.99,148.00,158.50,10.00,0.25,0.25,0,148.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,159.00,0,0,-,
Margao Navtara,24-25/T1-157784,-,200313389310544,2025-03-07,04:08:20 PM,04:23:40 PM,05:14:20 PM,SWIGGY,NA,-,147.00,0.00,147.00,157.50,10.00,0.25,0.25,0,147.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,158.00,0,0,-,
Margao Navtara,24-25/T1-157785,-,200313753704627,2025-03-07,04:14:21 PM,04:38:18 PM,05:42:08 PM,SWIGGY,NA,-,237.00,59.99,177.00,187.50,10.00,0.25,0.25,0,177.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,188.00,0,0,-,
Margao Navtara,24-25/T1-157787,-,200314753898215,2025-03-07,04:30:24 PM,04:45:58 PM,05:42:14 PM,SWIGGY,NA,-,206.00,59.99,146.01,156.51,10.00,0.25,0.25,55.29,90.72,0,0,0,0.00,0.49,0,0,0,0,0,0,0,157.00,0,0,-,
Margao Navtara,24-25/T1-157791,-,200316187721673,2025-03-07,04:53:27 PM,05:23:40 PM,05:48:19 PM,SWIGGY,NA,-,551.00,0.00,551.00,564.40,10.00,0.25,0.25,0,551.00,1.45,1.45,0,0.00,-0.40,0,0,0,0,0,0,0,564.00,0,0,-,
Margao Navtara,24-25/T1-157794,-,200316531140486,2025-03-07,04:59:29 PM,05:13:07 PM,06:09:17 PM,SWIGGY,NA,-,277.00,59.99,217.00,227.50,10.00,0.25,0.25,76.77,140.23,0,0,0,0.00,0.50,0,0,0,0,0,0,0,228.00,0,0,-,
Margao Navtara,24-25/T1-157797,-,200316839730055,2025-03-07,05:04:28 PM,05:25:13 PM,06:09:23 PM,SWIGGY,NA,-,188.00,56.40,131.60,142.10,10.00,0.25,0.25,41.30,90.30,0,0,0,0.00,-0.10,0,0,0,0,0,0,0,142.00,0,0,-,
Margao Navtara,24-25/T1-157799,-,200317100401271,2025-03-07,05:08:28 PM,05:32:54 PM,06:09:29 PM,SWIGGY,NA,-,245.00,60.00,185.00,195.50,10.00,0.25,0.25,0,185.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,196.00,0,0,-,
Margao Navtara,24-25/T1-157800,-,200317091707106,2025-03-07,05:09:28 PM,05:25:44 PM,06:09:35 PM,SWIGGY,NA,-,248.00,59.99,188.00,203.39,10.00,0.25,0.25,0,188.00,2.44,2.44,0,0.00,-0.39,0,0,0,0,0,0,0,203.00,0,0,-,
Margao Navtara,24-25/T1-157801,-,200317361583227,2025-03-07,05:13:28 PM,05:33:29 PM,06:09:39 PM,SWIGGY,NA,-,215.00,59.99,155.00,165.50,10.00,0.25,0.25,41.82,113.19,0,0,0,0.00,0.50,0,0,0,0,0,0,0,166.00,0,0,-,
Margao Navtara,24-25/T1-157803,-,200318471399484,2025-03-07,05:31:31 PM,05:47:57 PM,06:09:43 PM,SWIGGY,NA,-,109.00,0.00,109.00,119.50,10.00,0.25,0.25,0,109.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,120.00,0,0,-,
Margao Navtara,24-25/T1-157807,-,200320164949831,2025-03-07,06:01:48 PM,06:22:30 PM,06:35:22 PM,SWIGGY,NA,-,895.00,111.88,783.13,793.63,10.00,0.25,0.25,0,783.12,0,0,0,0.00,0.38,0,0,0,0,0,0,0,794.00,0,0,-,
Margao Navtara,24-25/T1-157811,-,200321238892291,2025-03-07,06:17:33 PM,06:33:25 PM,06:48:55 PM,SWIGGY,NA,-,238.00,60.00,178.00,188.50,10.00,0.25,0.25,0,178.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,189.00,0,0,-,
Margao Navtara,24-25/T1-157812,-,200322287141931,2025-03-07,06:35:33 PM,06:45:32 PM,06:59:06 PM,SWIGGY,NA,-,537.00,100.00,437.00,447.50,10.00,0.25,0.25,0,437.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,448.00,0,0,-,
Margao Navtara,24-25/T1-157815,-,200322790483100,2025-03-07,06:44:34 PM,07:12:10 PM,07:27:33 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-157820,-,200323929316478,2025-03-07,07:02:34 PM,07:27:08 PM,07:41:20 PM,SWIGGY,NA,-,147.00,0.00,147.00,157.50,10.00,0.25,0.25,0,147.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,158.00,0,0,-,
Margao Navtara,24-25/T1-157824,-,200324904532616,2025-03-07,07:18:49 PM,07:27:24 PM,07:41:26 PM,SWIGGY,NA,-,229.00,60.00,169.00,179.50,10.00,0.25,0.25,0,169.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,180.00,0,0,-,
Margao Navtara,24-25/T1-157828,-,200325479434816,2025-03-07,07:28:34 PM,07:40:07 PM,07:48:25 PM,SWIGGY,NA,-,229.00,0.00,229.00,239.50,10.00,0.25,0.25,0,229.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,240.00,0,0,-,
Margao Navtara,24-25/T1-157831,-,200326262617597,2025-03-07,07:42:35 PM,08:04:19 PM,09:14:30 PM,SWIGGY,NA,-,933.00,116.62,816.38,826.88,10.00,0.25,0.25,0,816.39,0,0,0,0.00,0.12,0,0,0,0,0,0,0,827.00,0,0,-,
Margao Navtara,24-25/T1-157833,-,200327660618561,2025-03-07,08:04:35 PM,08:25:20 PM,10:13:09 PM,SWIGGY,NA,-,218.00,60.00,158.00,168.50,10.00,0.25,0.25,0,158.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,169.00,0,0,-,
Margao Navtara,24-25/T1-157835,-,200328030414169,2025-03-07,08:11:35 PM,08:19:06 PM,11:00:37 PM,SWIGGY,NA,-,368.00,75.00,293.00,303.50,10.00,0.25,0.25,0,293.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,304.00,0,0,-,
Margao Navtara,24-25/T1-157837,-,200328369857635,2025-03-07,08:16:35 PM,08:25:12 PM,11:00:41 PM,SWIGGY,NA,-,236.00,0.00,236.00,246.50,10.00,0.25,0.25,0,236.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,247.00,0,0,-,
Margao Navtara,24-25/T1-157838,-,200328601975249,2025-03-07,08:20:35 PM,08:33:29 PM,11:00:47 PM,SWIGGY,NA,-,358.00,75.00,283.00,293.50,10.00,0.25,0.25,0,283.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,294.00,0,0,-,
Margao Navtara,24-25/T1-157846,-,200329742638188,2025-03-07,08:39:35 PM,08:49:59 PM,11:00:50 PM,SWIGGY,NA,-,511.00,99.99,411.01,421.51,10.00,0.25,0.25,0,411.00,0,0,0,0.00,0.49,0,0,0,0,0,0,0,422.00,0,0,-,
Margao Navtara,24-25/T1-157848,-,200330451379377,2025-03-07,08:51:11 PM,08:59:07 PM,11:00:53 PM,SWIGGY,NA,-,309.00,60.00,249.00,259.50,10.00,0.25,0.25,0,249.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,260.00,0,0,-,
Margao Navtara,24-25/T1-157855,-,200331786804036,2025-03-07,09:13:38 PM,09:19:46 PM,11:01:00 PM,SWIGGY,NA,-,39.00,0.00,39.00,49.50,10.00,0.25,0.25,39.00,0,0,0,0,0.00,0.50,0,0,0,0,0,0,0,50.00,0,0,-,
Margao Navtara,24-25/T1-157856,-,200332048459206,2025-03-07,09:17:52 PM,09:30:51 PM,11:01:08 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
Margao Navtara,24-25/T1-157857,-,200332283619374,2025-03-07,09:21:52 PM,09:31:00 PM,11:01:11 PM,SWIGGY,NA,-,239.00,60.00,179.00,189.50,10.00,0.25,0.25,0,179.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,190.00,0,0,-,
